0_0,0_1,1_0,1_1,2_0,2_1,3_0,3_1,4_0,4_1,5_0,5_1,6_0,6_1,7_0,7_1,8_0,8_1,9_0,9_1,decay_0,decay_1,W_0,W_1,J_0
1.0,1.0,0.54,0.4,-0.42,-0.3,-0.16,-0.16,0.14,0.18,-0.1,-0.26,-0.78,-0.78,-0.62,-0.4,0.32,0.5,0.64,0.68,1.203764884544503,2.630311654540135,3.3333869320072593,3.6057960019490247,4.9526218491642515
1.0,1.0,0.68,0.52,-0.04,-0.32,-0.48,-0.7,-0.38,-0.24,0.0,-0.06,0.12,-0.4,-0.52,-0.74,-0.88,0.08,-0.72,0.82,0.7714220167650356,0.9957255908519672,2.574612502888203,3.654592135372905,3.8059878226809616
1.0,1.0,0.8,0.82,0.52,0.0,0.08,-0.46,-0.24,-0.66,-0.24,-0.42,-0.1,-0.24,0.06,0.06,0.3,-0.3,0.22,-0.48,0.35301018149617003,0.9899903025777389,1.3399276402312177,2.693324659014486,2.5899558836093357
1.0,1.0,0.56,0.9,-0.2,0.5,-0.9,-0.14,-0.62,-0.5,-0.08,-0.76,0.48,-0.64,0.3,-0.24,0.06,-0.14,-0.16,-0.04,1.053906138101474,2.6122961330850907,4.446850921792367,2.331282587410706,1.7775005310207168
1.0,1.0,0.34,0.54,-0.52,-0.02,-0.06,-0.08,0.2,0.2,-0.52,0.32,-0.9,-0.36,-0.22,-0.86,0.68,-0.68,0.42,-0.1,-0.13563023967042653,2.4533251382140233,3.4734112794178733,2.2632183112041244,5.245263699733163
1.0,1.0,0.82,0.78,0.22,0.08,-0.5,-0.4,-0.4,-0.42,-0.06,-0.06,0.12,0.02,-0.18,-0.06,-0.68,-0.56,-0.64,-0.78,0.2714341359414212,1.2430629860091365,2.7589148295505206,2.5319233067713047,3.2266102376804726
1.0,1.0,0.84,0.68,0.06,0.06,0.0,-0.4,-0.18,-0.36,0.16,-0.04,0.38,-0.16,0.4,-0.64,-0.1,-0.62,-0.6,-0.1,1.0276431001504627,-0.6517008597973455,1.533373667936237,3.175950111446545,3.631122376666233
1.0,1.0,0.82,0.54,0.32,-0.54,-0.46,-0.64,-0.44,-0.22,-0.24,0.22,0.14,0.12,0.02,0.0,-0.38,0.18,-0.44,0.6,0.5196051947509508,0.8611824042574661,2.958381019055298,4.580820107247529,2.8116413860603875
1.0,1.0,0.7,0.82,0.46,0.46,-0.38,-0.06,-0.72,-0.64,-0.72,-0.72,-0.6,-0.62,-0.46,-0.36,-0.18,0.2,0.24,0.34,0.47695573426676796,0.18008868837623415,2.602192400348401,2.716704619564156,1.480131694365661
1.0,1.0,0.78,0.66,0.5,-0.04,0.12,-0.68,-0.22,-0.5,-0.38,-0.16,-0.26,0.16,-0.14,0.1,0.2,-0.06,0.14,0.18,2.140061368543075,0.06297299556565017,1.5999878289692964,3.7614280110722396,2.5267325533468976
1.0,1.0,0.72,0.78,0.22,0.08,-0.38,-0.66,-0.58,-0.6,-0.36,-0.26,-0.04,-0.06,-0.18,-0.38,-0.36,-0.46,-0.66,-0.18,1.2723256087713324,-0.37157555157208466,2.6699406468508955,3.2736314635834702,2.9346114846189684
1.0,1.0,0.5,0.68,-0.26,-0.58,-0.42,-0.42,0.0,0.06,0.04,-0.26,-0.52,-0.8,-0.86,-0.26,-0.54,0.76,0.34,0.94,1.765863722037591,0.4971934435966284,3.1318745784187367,4.113950035940908,4.2827801434186785
1.0,1.0,0.68,0.9,0.22,0.8,-0.46,0.38,-0.64,-0.08,-0.62,-0.14,-0.12,-0.1,0.02,-0.14,0.0,-0.04,-0.14,0.12,1.2101565497278308,0.18954610070333655,3.0604955227373467,0.8608909930065427,2.2329456788453195
1.0,1.0,0.5,0.52,-0.48,0.0,-0.98,-0.92,-0.32,-0.72,0.4,-0.14,0.56,0.36,0.0,0.48,-0.24,0.18,-0.28,-0.12,2.1119688546268947,-0.06582438643405597,5.333452468073288,4.439344643521732,1.5931451269979426
1.0,1.0,0.8,0.62,0.16,-0.14,-0.58,-0.66,-0.7,-0.7,-0.6,-0.22,-0.18,0.18,0.3,0.52,0.24,0.28,0.06,0.04,-0.639698584875213,0.49603283907110196,3.347966029926485,3.9000343477713333,1.7894831753986344
1.0,1.0,0.68,0.76,0.14,0.14,-0.48,-0.5,-0.5,-0.58,-0.56,-0.5,-0.06,-0.1,0.04,-0.14,-0.14,-0.12,-0.3,-0.34,-1.4067697099987058,-0.03868099628620025,2.933657176051943,3.0820581056200362,2.345299596226089
1.0,1.0,0.78,0.6,0.22,-0.36,-0.52,-0.8,-0.8,-0.68,-0.56,-0.12,-0.1,0.46,0.24,0.32,0.04,-0.14,-0.02,0.08,-0.3984812268386515,1.591170110272592,3.084634550812468,4.23738009403714,2.0990192701750345
1.0,1.0,0.52,0.74,-0.08,0.24,-0.26,-0.06,-0.22,-0.12,0.1,0.42,-0.3,0.28,-0.86,-0.18,-0.74,-0.76,-0.1,-0.96,0.4549769616983237,-1.377522813329418,2.855111192978655,1.8604728009939613,4.32028180059226
1.0,1.0,0.7,0.74,-0.16,0.04,-0.44,-0.52,-0.52,-0.52,0.06,-0.08,-0.12,-0.04,-0.5,-0.2,-0.58,-0.54,-0.28,-0.78,0.21609141984697378,-0.11685571282838181,3.1347112045093573,2.577950612680861,3.315447200540248
1.0,1.0,0.92,0.56,0.2,-0.18,-0.08,-0.7,-0.46,-0.54,-0.3,-0.06,0.04,-0.14,0.2,-0.44,-0.12,-0.22,-0.3,0.4,-1.2738382932766927,1.7196539759191982,1.8234721283701862,3.7446417993941576,3.1097859105705847
1.0,1.0,0.58,0.52,-0.38,-0.18,-0.58,-0.58,-0.24,-0.36,-0.02,-0.12,-0.26,-0.24,-0.54,-0.62,-0.04,-0.26,0.74,0.6,0.16815995695234898,1.015521047569717,3.6751777788975106,3.5668611397860537,3.6658120628248065
1.0,1.0,0.38,0.64,-0.74,0.14,-0.8,-0.4,0.0,-0.54,0.28,-0.38,0.16,0.08,0.02,0.0,0.2,-0.1,0.1,-0.34,0.2557862039567327,2.3730720396102924,5.426772226680967,2.579084319801105,2.626542346917837
1.0,1.0,0.66,0.64,0.1,-0.14,-0.38,-0.46,-0.1,-0.04,-0.06,0.0,0.12,-0.22,-0.2,-0.6,-0.56,-0.48,-0.96,0.32,-0.39986826771101547,1.3297834269695517,2.1466047795149708,3.205146119427842,3.784524541099094
1.0,1.0,0.6,0.72,-0.04,0.18,-0.68,-0.52,-0.66,-0.7,-0.2,-0.28,0.38,0.02,0.06,0.1,-0.06,-0.06,-0.1,-0.32,0.8241450700682899,0.040979213318547036,3.788821983035305,3.106089948420986,2.413067269434306
1.0,1.0,0.56,0.48,-0.22,-0.38,-0.18,-0.36,0.26,0.16,0.5,-0.48,-0.38,-0.88,-0.88,-0.16,-0.94,0.78,-0.14,0.5,2.0075325715721424,0.7406714675185146,2.2224137438641653,3.6568208056107205,5.118155081858181
1.0,1.0,0.62,0.68,-0.24,-0.2,-0.74,-0.7,-0.46,-0.48,-0.1,-0.1,-0.04,-0.06,-0.1,-0.14,-0.34,-0.34,-0.24,0.1,-0.24846332114139424,1.411579609973819,3.453993641060966,3.7991870228190066,2.7726973616955575
1.0,1.0,0.7,0.66,0.36,-0.22,-0.26,-0.62,-0.34,-0.36,0.1,0.0,0.16,-0.02,0.18,-0.4,-0.18,-0.5,-0.56,0.28,-0.44492445673956915,-1.353325357065191,1.6597182852179506,3.3456487794765724,3.496960649207798
1.0,1.0,0.88,0.8,0.5,0.56,0.26,-0.08,-0.06,-0.28,-0.34,-0.38,-0.46,-0.46,0.0,-0.04,-0.02,0.08,0.26,0.08,0.16140590209543793,1.7609489596693226,1.3321851061775776,1.79215575353862,2.393660814385314
1.0,1.0,0.7,0.28,0.3,-0.46,-0.1,-0.32,0.2,0.16,0.48,-0.44,0.68,-0.74,0.58,0.3,-0.02,0.96,-0.68,0.42,0.3605555549581513,2.4049195183101792,1.0964447221380453,4.11338395058187,4.91014996554158
1.0,1.0,0.66,0.76,-0.44,-0.04,-0.62,-0.52,-0.52,-0.58,0.02,-0.4,0.1,0.08,0.08,-0.06,-0.04,-0.46,0.34,-0.3,-1.4132580781627415,1.0590674375855273,4.165084516944622,3.177049435099474,2.7798348666206274
1.0,1.0,0.84,0.78,0.5,-0.04,0.06,-0.7,-0.16,-0.7,-0.24,-0.16,-0.38,0.26,-0.04,0.22,0.0,-0.1,0.26,-0.14,0.44796620513770313,0.9731457450104095,1.5921543838924,3.5735278622873734,2.340570531692913
1.0,1.0,0.78,0.7,0.52,0.32,-0.22,-0.62,-0.3,-0.56,-0.42,-0.42,-0.16,0.06,0.14,-0.12,-0.04,-0.24,-0.36,-0.54,0.9992958263768845,1.381668684685728,2.0663510782717363,2.8022882676656042,2.7143064208919903
1.0,1.0,0.94,0.82,0.64,0.34,0.28,0.14,-0.1,-0.2,-0.4,-0.5,-0.56,-0.58,-0.46,-0.44,-0.22,-0.14,0.06,-0.04,1.8240604473183115,1.6159792996266011,1.491047163812494,1.8380972322121556,1.969378705377449
1.0,1.0,0.76,0.98,0.14,0.68,-0.42,0.24,-0.78,-0.2,-0.7,-0.36,-0.28,-0.74,0.12,-0.4,0.2,-0.2,0.2,-0.16,1.1880589817072102,1.6188998942013177,3.2900334241289357,1.5758819613240032,1.6898408367174444
1.0,1.0,0.74,0.74,-0.2,0.04,-0.5,-0.54,-0.4,-0.42,-0.1,-0.14,-0.04,0.18,-0.28,-0.32,-0.62,-0.66,-0.84,-0.74,2.39007378368321,0.9393491754242479,2.6129454430728405,2.7387636627376932,3.413709462897024
1.0,1.0,0.44,0.8,-0.58,0.4,-0.68,-0.16,-0.08,-0.28,0.06,0.06,-0.22,0.18,-0.1,0.16,0.66,-0.02,0.88,-0.58,1.0130588085854422,1.7081809567803625,4.480008611002594,1.6287289721188665,3.570779443762727
1.0,1.0,0.54,0.82,-0.24,0.14,-0.56,-0.12,-0.22,-0.28,-0.02,-0.18,-0.34,0.22,-0.58,0.1,-0.32,-0.18,0.5,-0.84,2.7042530859007003,0.9946628095593681,3.4850942341361066,1.7510839835182304,3.7462476468897097
1.0,1.0,0.8,0.54,0.28,-0.22,-0.22,-0.56,-0.4,-0.3,-0.12,0.02,0.26,-0.42,-0.32,-0.58,-0.6,-0.22,-0.94,0.5,1.361152728538674,1.0170994888808311,2.4524285059873767,3.5922724446338905,3.574311154667275
1.0,1.0,0.66,0.6,0.1,-0.04,-0.18,-0.6,-0.44,-0.44,-0.24,-0.1,-0.1,0.02,0.14,-0.38,-0.22,-0.54,-0.78,-0.18,0.4777478473745198,1.5921632728647372,1.993574989419999,3.2189512769641513,3.314399665841528
1.0,1.0,0.64,0.74,-0.2,0.18,-0.56,-0.2,-0.36,-0.3,-0.1,-0.22,-0.04,0.06,-0.44,-0.1,-0.58,-0.38,-0.38,-0.92,0.744444359400471,2.8053066522019696,3.1102801326682394,2.3172774070231297,3.3459348048458453
1.0,1.0,0.54,0.72,-0.14,0.18,-0.62,-0.48,-0.62,-0.58,-0.22,-0.38,-0.02,-0.04,-0.02,-0.02,-0.5,-0.4,-0.08,-0.64,2.229598517447526,2.810879261334113,3.5576665966060315,2.5461185169614464,2.7547657004532002
1.0,1.0,0.84,0.72,0.26,0.1,-0.48,-0.52,-0.36,-0.46,-0.3,-0.32,-0.1,0.16,-0.16,0.16,0.02,-0.48,-0.36,-0.74,-0.6038103517522022,3.14766269904116,2.0862891151716996,2.5421332543032507,2.9189474126403114
1.0,1.0,0.74,0.44,0.12,-0.4,-0.36,-0.6,-0.3,-0.18,-0.04,0.04,0.04,-0.2,-0.36,-0.18,-0.82,0.46,-0.7,0.94,1.5521433151019346,1.704822249760312,2.653510088521422,4.291343369507682,3.538357059153474
1.0,1.0,0.92,0.82,0.62,0.24,0.22,-0.34,-0.08,-0.8,-0.48,-0.86,-0.74,-0.62,-0.8,-0.08,-0.6,0.4,-0.38,0.46,0.45469226912574445,0.8843112363578812,1.8676880178442328,3.1864248349636943,1.2845337179697391
1.0,1.0,0.9,0.7,0.26,0.4,-0.14,-0.22,-0.46,-0.52,-0.34,-0.34,-0.2,-0.1,0.0,-0.1,-0.02,-0.06,-0.32,-0.4,1.8634942199921278,0.5893047055835294,2.1134012798304,2.1860984580199867,2.6330294692296974
1.0,1.0,0.66,0.66,-0.2,-0.28,-0.5,-0.44,-0.46,-0.44,-0.08,-0.24,-0.16,0.04,-0.34,-0.32,-0.6,-0.54,-0.12,-0.42,1.5732795884785022,1.1035063501712938,3.220899843817425,3.207971597011969,3.1635679623109856
1.0,1.0,0.92,0.56,0.38,-0.38,0.1,-0.84,-0.44,-0.7,-0.44,-0.08,-0.36,0.24,-0.3,0.22,-0.16,0.04,-0.02,-0.04,2.324074365323739,3.540813686227802,1.950953398667587,4.217743512979669,2.257480310395877
1.0,1.0,0.4,0.68,-0.54,-0.04,-0.58,-0.52,-0.2,-0.22,-0.08,0.06,-0.16,-0.18,-0.1,-0.36,0.66,-0.42,0.62,0.46,2.0441047325518253,1.5062505732415348,4.806406302482604,3.5090718795131943,3.4602758226538897
1.0,1.0,0.72,0.92,0.3,0.62,-0.24,0.26,-0.34,-0.1,-0.44,-0.44,-0.32,-0.24,-0.18,-0.26,0.04,0.08,-0.22,0.28,1.4060915067223703,1.6380619120925495,2.2473147753479497,1.1726258515694816,2.3650597081272244
1.0,1.0,0.92,0.46,0.52,-0.68,0.32,-0.76,-0.02,-0.12,-0.06,0.5,-0.08,0.24,-0.16,0.0,0.18,0.2,0.24,0.04,1.2184694962406755,0.6735473684805635,0.8389557564169161,5.5102116466032545,2.464482555727061
1.0,1.0,0.64,0.68,-0.26,-0.16,-0.58,-0.44,-0.5,-0.56,-0.22,-0.06,0.08,0.1,0.08,0.1,-0.18,-0.2,-0.06,-0.2,1.142154307063562,1.6845897388555326,3.5634465532259965,3.503262186439305,2.681489439041963
1.0,1.0,0.66,0.54,0.1,-0.28,-0.34,-0.48,-0.12,0.0,0.08,-0.06,0.14,-0.32,-0.18,-0.58,-0.86,-0.12,-0.96,0.52,0.20046347504932427,2.1743972218885332,2.2405810455137307,3.566528814036686,3.8261260405469075
1.0,1.0,0.64,0.8,0.12,0.62,-0.58,0.02,-0.42,-0.16,-0.26,-0.12,0.06,-0.06,-0.02,0.1,-0.46,0.42,-0.38,0.28,-1.1576995502456282,0.8327038323147469,3.0075691821070825,1.18209893854118,2.9189943680474433
1.0,1.0,0.76,0.66,0.5,0.04,-0.1,-0.66,-0.4,-0.78,-0.6,-0.6,-0.44,-0.04,-0.28,0.26,-0.06,0.28,0.0,-0.08,1.199744133464891,-0.31730813366498145,2.09531539723866,3.361854922895276,1.9218030805198465
1.0,1.0,0.78,0.6,0.26,-0.1,-0.18,-0.24,-0.4,-0.4,0.12,0.08,0.24,0.1,0.12,-0.52,-0.28,-0.8,-0.88,-0.84,-1.2831704030272895,-1.2249377131665575,1.8363201100342783,2.4722674658390353,3.694558937381939
1.0,1.0,0.66,0.76,0.0,0.46,-0.6,-0.06,-0.78,-0.6,-0.5,-0.8,-0.1,-0.6,0.36,-0.44,0.2,-0.08,0.1,-0.02,1.9960996068470114,1.766995987803495,3.5827382988782297,2.4960206596596852,1.782380683916093
1.0,1.0,0.78,0.78,0.26,-0.1,-0.34,-0.4,-0.56,-0.62,-0.52,-0.52,-0.2,-0.1,-0.2,0.16,0.0,-0.1,-0.26,-0.24,0.990745486072236,1.8917475474405845,2.55971148922822,3.0338899192812097,2.2862947395417716
1.0,1.0,0.46,0.46,-0.08,-0.16,-0.5,-0.48,-0.04,0.0,0.1,-0.04,-0.4,-0.48,-0.8,-0.68,-0.76,-0.14,0.04,0.62,1.1185589296851413,0.3913279517068361,2.9666314654024273,3.3932036658233757,4.154687762620949
1.0,1.0,0.86,0.68,0.38,0.16,-0.12,-0.64,-0.54,-0.84,-0.68,-0.64,-0.6,-0.14,-0.38,0.24,-0.14,0.5,0.04,0.08,1.2972642249359136,0.5727917324863383,2.437356003434634,3.611009476372616,1.6687341136442095
1.0,1.0,0.62,0.86,-0.26,0.38,-0.72,-0.36,-0.54,-0.52,-0.06,-0.4,0.04,-0.04,0.04,0.0,-0.28,-0.12,0.14,-0.3,-0.42352517932955003,0.45228335855739954,3.8814590075217055,2.322445477743666,2.5426620744269637
1.0,1.0,0.76,0.86,0.02,0.54,-0.5,0.04,-0.74,-0.34,-0.5,-0.5,0.04,-0.12,0.3,-0.42,-0.08,0.14,-0.18,0.02,0.5979998400923462,2.3158655612531933,3.45885543191095,1.724690875242099,2.3034720075712434
1.0,1.0,0.3,0.52,-0.36,-0.14,-0.38,-0.3,-0.2,0.22,-0.48,0.22,-0.74,-0.6,0.06,-1.0,0.9,-0.56,0.38,0.14,0.4025063670893376,0.6473138457127121,4.048533400524885,2.604741198541376,5.004749514556485
1.0,1.0,0.58,0.52,-0.08,-0.44,-0.62,-0.64,-0.26,-0.24,-0.16,0.0,0.16,-0.16,-0.42,-0.42,-0.7,0.34,-0.68,0.88,1.0237057959360885,-0.3671267765795643,2.840619498922048,4.163204613355719,3.281044642394643
1.0,1.0,0.52,0.58,0.02,-0.28,-0.6,-0.66,-0.56,-0.44,-0.32,-0.08,-0.02,0.06,-0.06,0.02,-0.32,-0.02,-0.2,0.16,0.5559521836600374,2.5259892264454376,3.2709277585451524,4.030703042440508,2.6111333861772525
1.0,1.0,0.86,0.66,0.04,-0.16,-0.36,-0.62,-0.58,-0.54,-0.32,-0.16,-0.02,0.14,-0.02,-0.06,-0.32,-0.3,-0.48,0.04,-0.12700304525147765,-0.10410997310993464,2.4954491353688364,3.567242184560175,2.70061742691888
1.0,1.0,0.76,0.5,0.08,-0.12,-0.36,-0.56,-0.32,-0.34,-0.3,0.0,-0.04,-0.16,-0.14,-0.42,-0.58,-0.54,-0.9,0.14,2.254115129731132,0.3956477706573256,2.513068315116699,3.4418957972548245,3.3598352752553216
1.0,1.0,0.8,0.8,0.26,0.42,-0.5,-0.08,-0.78,-0.66,-0.7,-0.68,-0.4,-0.6,-0.2,-0.34,0.28,0.12,0.24,0.2,0.393064251822827,1.7292125373887566,2.9541210913916234,2.596705176729296,1.5758272006503782
1.0,1.0,0.96,0.82,0.72,0.36,0.42,-0.48,0.02,-0.96,-0.1,-0.86,-0.44,-0.6,-0.72,0.08,-0.84,0.66,-0.88,0.88,1.8845537525371503,1.8876726611109547,1.589625194593081,3.611584467585827,0.7697629015302812
1.0,1.0,0.84,0.92,0.4,0.62,-0.14,0.08,-0.52,-0.22,-0.74,-0.5,-0.64,-0.64,-0.48,-0.54,0.06,-0.32,-0.02,-0.1,-0.2745705983184845,1.2581011891010796,2.353349225747861,1.7879340011678373,1.7683584381630737
1.0,1.0,0.8,0.64,0.4,0.24,-0.06,-0.56,-0.34,-0.68,-0.54,-0.54,-0.42,-0.36,-0.26,0.1,-0.02,0.16,0.06,-0.08,3.1096039612090456,0.7832830662120589,1.9580637360646296,2.951874686010762,2.190029563216981
1.0,1.0,0.62,0.44,-0.02,-0.54,-0.52,-0.72,-0.32,-0.02,-0.18,0.18,-0.18,-0.12,-0.34,-0.04,-0.62,0.52,-0.18,0.72,0.6066971320553234,0.9566712288765848,3.1335592015807725,4.670006095543371,3.272709275623397
1.0,1.0,0.9,0.58,0.58,-0.3,0.22,-0.78,0.02,-0.86,-0.54,-0.44,-0.56,0.38,-0.48,0.46,-0.54,0.42,-0.38,0.0,1.1799180484382112,0.2638725484029938,1.6002419431126604,4.257801854497831,1.5341207720823145
1.0,1.0,0.7,0.88,0.08,0.38,-0.52,-0.12,-0.62,-0.4,-0.32,-0.46,-0.04,-0.4,0.1,-0.1,-0.14,0.04,-0.18,-0.02,0.486275418283848,1.7011727048773648,3.1985680542780393,2.167075965092379,2.2849938744701324
1.0,1.0,0.66,0.44,-0.06,-0.46,-0.18,-0.18,0.08,-0.1,0.22,0.1,-0.14,-0.84,-0.9,-0.72,-0.96,0.0,-0.34,0.6,-0.749437284202596,1.4108723463952173,2.214441713713563,3.155889355792631,4.943022464811865
1.0,1.0,0.58,0.7,-0.18,-0.06,-0.66,-0.58,-0.28,-0.3,0.02,-0.1,-0.14,-0.02,-0.42,-0.38,-0.44,-0.64,0.1,-0.06,1.931413424372961,-0.7708181521599471,3.3475852464448135,3.1367371459889557,3.441987394558295
1.0,1.0,0.84,0.62,0.24,-0.04,-0.12,-0.52,-0.28,-0.4,0.0,0.0,0.32,-0.18,0.12,-0.48,-0.42,-0.94,-0.76,-0.68,-0.14114080534861428,2.024884421218277,1.7904170367920054,2.7561354270129934,3.616190737475537
1.0,1.0,0.8,0.94,0.1,0.74,-0.56,0.28,-0.94,-0.04,-1.0,-0.64,-0.78,-0.92,-0.1,-0.98,0.64,-0.96,0.88,-0.56,0.1882506661980845,1.2008146620606437,3.631597452226387,2.288207353174986,0.31089674299680903
1.0,1.0,0.92,0.7,0.62,-0.02,0.14,-0.12,0.08,-0.54,-0.24,-0.46,-0.3,-0.14,0.0,0.04,0.02,-0.02,0.16,-0.32,2.1054034337148453,1.5641339632368954,1.3136629865299438,2.683614870375821,2.4074787163524043
1.0,1.0,0.84,0.72,0.56,0.24,-0.18,-0.38,-0.72,-0.94,-0.84,-0.88,-0.66,-0.56,-0.46,-0.04,-0.14,0.32,0.06,0.26,1.9642685521212697,0.4549476490651443,2.452989609536538,3.0357934798125568,1.5392490176320444
1.0,1.0,0.62,0.66,-0.38,-0.12,-0.64,-0.6,-0.46,-0.5,-0.08,-0.02,0.14,0.02,-0.08,-0.14,-0.14,-0.02,0.56,0.32,-0.31617037052757135,1.664463411103084,4.4662982007460625,4.147590501326342,2.5159596999395304
1.0,1.0,0.88,0.58,0.6,-0.24,0.04,-0.5,-0.12,-0.5,-0.02,0.08,-0.06,-0.02,0.3,-0.26,0.6,-0.42,0.26,0.1,0.7180477011028821,0.6954936014859106,1.1508027564448313,3.7630942001981214,3.1551289075740048
1.0,1.0,0.52,0.68,-0.48,-0.24,-0.56,-0.58,-0.04,-0.48,0.12,-0.06,-0.26,-0.22,-0.02,-0.42,0.6,-0.36,0.46,0.42,0.04498940826662301,-1.455197945476578,4.82506321041792,3.5977728610790076,3.3736840247506628
1.0,1.0,0.62,0.68,-0.06,-0.38,-0.48,-0.7,-0.42,-0.22,0.0,0.0,0.16,-0.22,-0.24,-0.34,-0.66,0.1,-0.78,0.68,0.09591914358403808,1.3241224175414477,2.5980644945558207,4.002029250596622,3.3419358016184244
1.0,1.0,0.68,0.46,0.4,-0.3,-0.06,-0.64,-0.18,-0.26,-0.12,0.24,0.14,-0.14,0.3,-0.36,-0.08,-0.16,-0.46,0.64,0.7589213942239414,1.00294843850572,1.682419058590371,3.7938384962669733,3.435811255868305
1.0,1.0,0.66,0.88,0.26,0.16,-0.34,-0.32,-0.72,-0.64,-0.52,-0.58,-0.24,-0.14,-0.02,0.2,-0.08,-0.1,-0.16,-0.16,0.3314298418886906,2.1444035352805804,2.8534091552373817,2.92561632398614,2.202986087107535
1.0,1.0,0.92,0.9,0.78,0.62,0.46,0.16,-0.12,-0.14,-0.44,-0.66,-0.78,-0.88,-0.72,-0.86,-0.78,-0.72,-0.74,-0.62,0.02090892801495814,0.3811905789582044,1.7449765761451064,2.1437593128902583,0.888337049312669
1.0,1.0,0.64,0.54,-0.02,-0.14,-0.34,-0.48,-0.12,-0.14,-0.04,-0.06,-0.06,-0.32,-0.7,-0.76,-0.94,-0.68,-0.52,0.34,2.0276601859506345,0.5954323428019229,2.664991806709155,3.2007755661948236,3.894596176898686
1.0,1.0,0.7,0.58,0.08,0.1,-0.46,-0.64,-0.38,-0.42,-0.2,-0.24,0.02,-0.04,0.04,-0.2,-0.32,-0.4,-0.5,-0.4,-0.23529358798181477,0.4758755417431698,2.660203586701857,3.0120570840611527,2.8693145234207673
1.0,1.0,0.64,0.56,-0.26,-0.24,-0.78,-0.82,-0.74,-0.72,-0.1,-0.16,0.42,0.44,0.42,0.42,0.12,0.28,-0.12,-0.08,1.5714527001036767,1.4498993250513097,4.355724279217091,4.377619441549915,1.7441939171487832
1.0,1.0,0.54,0.72,-0.32,0.02,-0.84,-0.46,-0.32,-0.38,-0.08,-0.28,-0.06,0.12,-0.3,-0.14,-0.04,-0.66,0.76,-0.74,0.8041763380747945,2.3151058761533845,4.094441797187812,2.6613675779790738,3.212203746661918
1.0,1.0,0.6,0.82,0.1,0.24,-0.34,-0.32,-0.44,-0.42,-0.06,-0.1,-0.06,0.08,-0.54,-0.06,-0.64,-0.32,-0.04,-0.92,1.82777925667484,0.7520845463508412,3.1763604387316784,2.1041207482126327,3.40792224658525
1.0,1.0,0.5,0.64,-0.14,-0.18,-0.78,-0.78,-0.54,-0.56,-0.12,-0.02,0.28,0.28,0.28,0.3,0.1,0.02,0.18,0.04,1.759702615514653,2.0045445220730094,3.985977524934608,4.078256580711398,2.3049917090840664
